name,r1,r2,n_members,members,missing_arms_10k,reason
ac19_12125,YXXyx,YYYYXYXyyxyXyx,2,15080 44582,s20_mk2_mK2,incomplete_all_existing_solved
ac19_12140,YXXXX,YYYYXXyXyxyX,1,15102,baseline,incomplete_all_existing_solved
ac19_12145,YYXXYx,YYXYxxxYYXXyX,1,15112,s20_f4,incomplete_all_existing_solved
ac19_12150,YXXXyxx,YYXXXXXXyXX,4,15117 64913 70639 82266,baseline,incomplete_all_existing_solved
ac19_12155,YXXYx,YYXYYXXYYXXYx,3,15124 33597 34286,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_12206,YXXXXYx,YYYXXXXyXYx,3,15188 39988 115010,s20_f4,incomplete_all_existing_solved
ac19_12216,YYXXX,YYXYYxyXXXyyx,1,15202,s20_mk2,incomplete_all_existing_solved
ac19_12266,YYYXXXyXX,YYXXXXyxx,14,15273 18660 20004 44575 47364 52525 56973 66625 98993 112175 123027 126626 128783 147249,s20_mk2_mK2,incomplete_all_existing_solved
ac19_12297,YXXYx,YYXyXXYxxxyX,7,15310 16261 19759 69058 69847 89311 92101,s20_mk2,incomplete_all_existing_solved
ac19_12312,YXXyx,YYXXXYXyXyXX,7,15326 29130 29823 81674 94904 112067 153266,s20_f4,incomplete_all_existing_solved
ac19_12322,YXX,YYYXyXyXXyxyxYx,1,15347,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_12370,YXXyx,YYXYXyxyyXXYx,4,15417 56247 140199 147670,s20_f4,incomplete_all_existing_solved
ac19_12397,YYXXYXyxx,YYYXXYXXYx,1,15454,s20_mk2_mK2,incomplete_all_existing_solved
ac19_12402,YYXXyx,YYXyyXXXYxx,2,15466 20792,baseline,incomplete_all_existing_solved
ac19_1242,YXXYx,YYYXXyyyXYxx,3,1813 7667 32338,s20_f4,incomplete_all_existing_solved
ac19_12437,YYXXyXXYx,YYXYXXyXyxx,1,15513,s20_mk2_mK2,incomplete_all_existing_solved
ac19_12439,YXYXyx,YYYXyXXXXYYYx,1,15515,s20_f4,incomplete_all_existing_solved
ac19_12451,YXYXyx,YYxYxyXXYXyyX,1,15537,baseline,incomplete_all_existing_solved
ac19_12460,YYXXyx,YYXYXXXyxYxYX,1,15547,s20_f4,incomplete_all_existing_solved
ac19_12466,YXXYxxyx,YXXyXyxxx,7,15555 105766 106811 123543 134604 146200 153770,s20_f4,incomplete_all_existing_solved
ac19_12471,YYXXyx,YYXXXyXYxYXYx,1,15562,s20_f4,incomplete_all_existing_solved
ac19_12499,YXXYx,YYXXyyXYxxYXYx,1,15598,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_12531,YYXXXyxYx,YYXXXXYxx,4,15640 36499 82793 127527,s20_mk2_mK2,incomplete_all_existing_solved
ac19_12541,YYXXXYx,YYXXXXyxxYx,2,15654 40642,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_12546,YYXXXyX,YYXyyxYxxyyx,1,15662,baseline,incomplete_all_existing_solved
ac19_12554,YYXXXYxYx,YYxyXYxyX,2,15673 144179,s20_mk2,incomplete_all_existing_solved
ac19_12557,YXXyXYxxx,YYYYYYXXyx,1,15677,baseline,incomplete_all_existing_solved
ac19_1256,YXXYXXyX,YYXyXYXyX,21,1827 24726 26510 34077 36729 70414 72375 74399 74497 86468 86830 97462 101168 102796 103268 119914 135773 137507 147462 149223 155612,s20_mk2_mK2,incomplete_all_existing_solved
ac19_12561,YXYXX,YYYXyxYXXXyyx,2,15685 58059,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_12562,YXXXyxx,YYYXXXXXXyyX,1,15686,s20_mk2,incomplete_all_existing_solved
ac19_12575,YYXXXyxyx,YXXXyXXyx,3,15703 42637 60426,s20_mk2_mK2,incomplete_all_existing_solved
ac19_12590,YXXyx,YYYYXyXXyyXXX,2,15722 151741,s20_mk2,incomplete_all_existing_solved
ac19_12591,YXXXXYxxx,YYXXXXyxxx,1,15723,s20_f4,incomplete_all_existing_solved
ac19_1260,YXXyx,YYYXYYxyyXyxyxx,1,1832,s20_f4,incomplete_all_existing_solved
ac19_12602,YXXyx,YYXyXXXYYxyxyX,1,15737,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_1261,YYXXX,YYXYXyXyxyXYx,3,1833 44684 79701,s20_mk2_mK2,incomplete_all_existing_solved
ac19_12640,YXXyx,YYYXyyXyXYXyyX,3,15791 80756 151673,s20_mk2,incomplete_all_existing_solved
ac19_12650,YYXXYx,YYXYXXXyxYxYx,1,15804,s20_mk2,incomplete_all_existing_solved
ac19_12654,YXXyXyX,YYYxxyyXyXX,3,15817 39809 92310,s20_mk2_mK2,incomplete_all_existing_solved
ac19_12656,YXYXXYx,YYxYXyxxyXXX,2,15820 43786,s20_mk2,incomplete_all_existing_solved
ac19_12686,YXXyx,YYYXyxyXXyyXX,1,15860,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_12691,YYXXX,YYYXYYXyXXyX,3,15868 106799 132853,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_12694,YXYxyx,YYYxxYxYXYxyx,1,15872,s20_mk2_mK2,incomplete_all_existing_solved
ac19_12700,YXXYx,YYYXXYXyXXYYxx,1,15883,"baseline,s20_f4",incomplete_all_existing_solved
ac19_12705,YYXXX,YYYXyxyyXyyxYx,1,15889,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_12706,YXXyx,YYYXXYXXyyXyxx,1,15890,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_12711,YXXyx,YYYXyyXXYxyx,3,15898 66773 78434,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_12715,YXXYx,YYXXyxyXYXYxYx,1,15902,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_12722,YXXyx,YYXYxyXyxxxxx,4,15911 55349 74183 148362,s20_f4,incomplete_all_existing_solved
ac19_12727,YX,YYXyyXXyxxYYx,1,15916,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_1274,YYXXyxx,YXXXXYxxx,21,1847 14911 26024 28742 28813 34316 38485 51260 52495 62028 62198 68133 70714 84115 85937 93393 129294 140068 140972 143322 150362,s20_mk2,incomplete_all_existing_solved
ac19_12772,YXyxYXXyx,YYXXXyxYXXyX,1,15978,s20_mk2,incomplete_all_existing_solved
ac19_12774,YXXYx,YYXYYxYXyyXyyx,3,15980 28401 104867,baseline,incomplete_all_existing_solved
ac19_12777,YYXXyx,YYXyyXYxyXXYx,1,15985,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_12782,YXYXyx,YYXyXXyxxyXYx,1,15994,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_12790,YYXXYXXYX,YYYxxyyXXX,1,16003,s20_f4,incomplete_all_existing_solved
ac19_12795,YYXXXyx,YYxyxxyXyx,3,16009 130333 152685,s20_f4,incomplete_all_existing_solved
ac19_12800,YXXyx,YYXyXXyxYYXXyx,1,16020,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_12802,YXyXXyX,YYYXyxxxxyxx,1,16026,s20_f4,incomplete_all_existing_solved
ac19_1281,YYXXXyx,YYxxxyXXXX,3,1854 95187 117005,baseline,incomplete_all_existing_solved
ac19_12826,YYXXXYx,YYYYXXyyx,4,16068 38941 67991 72765,baseline,incomplete_all_existing_solved
ac19_12835,YXXXyxYx,YYxxYXXXyyx,2,16081 134093,s20_f4,incomplete_all_existing_solved
ac19_12839,YXX,YYXyxyXXyXYxYx,1,16087,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_12840,YYXXXXyX,YYXyxYXXyXX,1,16088,baseline,incomplete_all_existing_solved
ac19_12866,YYYXXXYxx,YYYXYXXYxx,1,16120,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_12882,YXXyx,YYYXXXYxxyyxyx,1,16143,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_12887,YXYXyx,YYXyyXXXYxyXYYx,1,16148,s20_mk2_mK2,incomplete_all_existing_solved
ac19_12891,YYXXYx,YYxyXYXyyXyxx,1,16153,s20_mk2_mK2,incomplete_all_existing_solved
ac19_12910,YXXyx,YYXXYxxxxyyxx,3,16179 51014 88573,s20_mk2,incomplete_all_existing_solved
ac19_12915,YXXyx,YYYXXYXyXyxyX,3,16186 66016 134044,s20_mk2,incomplete_all_existing_solved
ac19_12922,YXXyx,YYXXXXXyxYXyx,3,16196 72519 90935,s20_f4,incomplete_all_existing_solved
ac19_12942,YYXXYx,YYYXXyxxyxYXX,1,16219,"baseline,s20_f4",incomplete_all_existing_solved
ac19_12947,YXYXYx,YYYXyyXyyXYxxYXYx,2,16225 47078,s20_f4,incomplete_all_existing_solved
ac19_12960,YYXXX,YYXXXYxYXyX,7,16241 27338 29596 33459 106944 136612 149480,s20_mk2,incomplete_all_existing_solved
ac19_12965,YYXXX,YYXXXyXYXYx,6,16246 28806 44264 84103 151840 154803,s20_mk2_mK2,incomplete_all_existing_solved
ac19_12967,YXXyx,YYXXyxxyxxYxxx,1,16249,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_12970,YXXyx,YYXyyXYXYXyxx,4,16254 114862 124788 146918,"baseline,s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_12976,YXYXyx,YYYXXXyyxxx,3,16264 67691 141108,s20_f4,incomplete_all_existing_solved
ac19_12992,YXYXX,YYYxxxyXXyyXyx,1,16288,s20_f4,incomplete_all_existing_solved
ac19_12994,YXyXYxx,YYxyXYXYXyx,5,16291 82467 96154 99665 147803,s20_mk2,incomplete_all_existing_solved
ac19_13002,YXXyXYx,YYXYxxyXyXXX,2,16303 51904,baseline,incomplete_all_existing_solved
ac19_13007,YXXyx,YYYXXyxxyXYXyX,1,16308,baseline,incomplete_all_existing_solved
ac19_13012,YXXyx,YYYXyXXyyxxxyx,1,16313,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_13032,YXXyx,YYYXXXyXyyyxxxx,2,16340 94728,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_13037,YXX,YYXyXYxYxYXXyyX,1,16347,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_1304,YXyXXyx,YYXXyyXXXyxyX,3,1880 48020 118382,s20_mk2,incomplete_all_existing_solved
ac19_13044,YXXX,YYXyxyXyxYx,2,16354 146541,baseline,incomplete_all_existing_solved
ac19_13059,YYXXyx,YXYXXyXYXyxYx,1,16374,s20_f4,incomplete_all_existing_solved
ac19_1306,YYXXX,YYYYYXyyXyyx,3,1882 45595 90730,s20_f4,incomplete_all_existing_solved
ac19_13064,YXYXX,YYxYxyXyxyXyx,4,16381 26391 69976 130024,s20_f4,incomplete_all_existing_solved
ac19_13066,YXXyx,YYXyXXYXYXyyX,4,16383 39153 42446 67614,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_13069,YYXXX,YYYXXXyXyxx,4,16386 32958 54237 74331,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_1307,YYYXXXyxx,YYXXXyxYYx,1,1883,s20_mk2,incomplete_all_existing_solved
ac19_13086,YXXYxxyX,YYYXXYYXXXX,3,16406 104262 123954,s20_mk2_mK2,incomplete_all_existing_solved
ac19_13091,YXXyx,YYXYxxyXyXXX,3,16414 46688 155194,s20_f4,incomplete_all_existing_solved
ac19_13094,YXXyx,YYYXyxYYxyyXyX,2,16418 152262,s20_mk2_mK2,incomplete_all_existing_solved
ac19_13096,YYXXYXX,YYYYXXXyXYX,5,16420 59733 82127 85434 111247,s20_mk2_mK2,incomplete_all_existing_solved
ac19_13102,YXXYx,YYxYXXYXXyxx,5,16429 31315 87660 141855 147909,baseline,incomplete_all_existing_solved
ac19_13126,YXYXX,YYYXXXXyyXXYYx,1,16467,s20_mk2_mK2,incomplete_all_existing_solved
ac19_13131,YXXYxYxx,YYYXXYxYxyx,1,16472,s20_f4,incomplete_all_existing_solved
ac19_13136,YYXXYYx,YYYYYXXXyyxx,1,16478,baseline,incomplete_all_existing_solved
ac19_13154,YXXyx,YYYXyXXXyyXyxx,1,16499,s20_f4,incomplete_all_existing_solved
ac19_13166,YYYXXXX,YYYXXXXyxyxx,1,16517,s20_mk2,incomplete_all_existing_solved
ac19_1319,YXX,YYYYXyyxyyXyXYx,1,1895,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_13197,YXXyx,YYYXyXyxyxYX,5,16562 23836 29038 89143 96789,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_13199,YXXyx,YYXXYXyyXXyXyX,1,16564,s20_f4,incomplete_all_existing_solved
ac19_1320,YXYXXYxYx,YYxYXXYxYX,13,1896 8189 29317 37613 38678 48100 56558 77592 87258 102275 120991 139948 140907,baseline,incomplete_all_existing_solved
ac19_13200,YYXXXYx,YYXYxYXyyXyx,2,16566 68878,s20_mk2,incomplete_all_existing_solved
ac19_13221,YXYXYx,YYXyyXXyxyxYx,1,16594,baseline,incomplete_all_existing_solved
ac19_13246,YXXXyxx,YYXXyXYxxyXX,1,16625,s20_mk2,incomplete_all_existing_solved
ac19_1325,YXXyxYx,YYYXYXXyxYYx,1,1903,s20_f4,incomplete_all_existing_solved
ac19_13259,YYXXyx,YYXYxyXYXXXyx,1,16640,baseline,incomplete_all_existing_solved
ac19_13260,YXXyx,YYXyXYYXyXyx,4,16641 20619 67129 95020,s20_mk2,incomplete_all_existing_solved
ac19_13261,YXYXyx,YYXyXYXXyyxxx,1,16643,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_13272,YXyXXyx,YYXXyXYxyxxyx,3,16659 120433 122335,s20_mk2_mK2,incomplete_all_existing_solved
ac19_13280,YYXXX,YYYxxyXyXyyxx,1,16668,baseline,incomplete_all_existing_solved
ac19_1329,YXXyx,YYXYYxyyxYxyyX,3,1907 56989 128522,s20_f4,incomplete_all_existing_solved
ac19_13292,YXXyx,YYYYXXXXyyxxyX,1,16690,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_13315,YXXXXYx,YYXXXXyXYxYX,1,16724,s20_f4,incomplete_all_existing_solved
ac19_13320,YXXXyxx,YYXXyXXYXyX,3,16730 33961 124058,baseline,incomplete_all_existing_solved
ac19_13322,YXXyx,YYXyxYXXXyxx,5,16732 41463 105802 130116 149032,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_13325,YXXyx,YYXyxxyXyXYXYx,1,16736,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_13337,YXXYXXX,YYYxyXXXXYXyyx,1,16751,s20_mk2,incomplete_all_existing_solved
ac19_1334,YXXYxxyx,YYXyxYxyx,8,1913 56557 62302 86699 94617 104583 126370 128556,baseline,incomplete_all_existing_solved
ac19_13342,YYXXXyxx,YYYYXXXXXyx,1,16756,s20_mk2,incomplete_all_existing_solved
ac19_13347,YYXXYx,YYYxyXXXXyxxx,1,16763,baseline,incomplete_all_existing_solved
ac19_13352,YYXXX,YYYYXXXXXXXXYx,1,16769,s20_f4,incomplete_all_existing_solved
ac19_13364,YXXYXXyXX,YYXXXXXXyX,3,16788 91846 124149,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_13370,YXXyx,YYYXyyXYXyyxyX,2,16794 117472,s20_mk2,incomplete_all_existing_solved
ac19_13379,YXXyXYx,YYxyxyXyxyx,5,16808 41595 65002 65765 124970,s20_f4,incomplete_all_existing_solved
ac19_13384,YYXXYx,YYxyxyXXXYXYx,1,16813,s20_f4,incomplete_all_existing_solved
ac19_13389,YYXXXXyx,YYXyXYXyX,4,16819 49870 123644 141592,s20_mk2_mK2,incomplete_all_existing_solved
ac19_1340,YXXyx,YYYXyyxxyXYXXX,1,1919,s20_mk2,incomplete_all_existing_solved
ac19_13400,YXXXyXyXX,YXYxxxyxxx,3,16833 82465 86835,baseline,incomplete_all_existing_solved
ac19_13416,YXXXyxYx,YYxxxyXyXYX,2,16852 25036,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_13421,YXX,YYYYXXyxyXyX,2,16859 101286,baseline,incomplete_all_existing_solved
ac19_13440,YXyXXXyx,YYYxyxxYXXyyXyX,2,16881 139415,s20_mk2,incomplete_all_existing_solved
ac19_13441,YXYXyx,YYXyyXXyxYYxx,1,16882,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_13449,YXXXyXXYx,YYXXXXXyxx,2,16896 67326,"baseline,s20_f4",incomplete_all_existing_solved
ac19_13459,YXXyx,YYXXXyxxxxYxyx,1,16913,s20_f4,incomplete_all_existing_solved
ac19_13464,YYXXX,YYYXXYYXXXXyyx,1,16921,baseline,incomplete_all_existing_solved
ac19_13469,YXXyx,YYYXyxyyXYxyyx,3,16929 23076 106614,s20_f4,incomplete_all_existing_solved
ac19_13472,YXXXyxx,YYXXyxxyxxYx,1,16932,s20_f4,incomplete_all_existing_solved
ac19_13480,YXXyx,YYXyxYXXXyX,10,16941 79848 84953 87176 96273 115912 123199 126488 128923 136143,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_13482,YXYXXYxYx,YYxYXYxYXX,7,16944 27811 31417 120065 132483 146655 156610,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_13492,YYXXXXyx,YYXXyxxxxyX,1,16961,s20_mk2,incomplete_all_existing_solved
ac19_13497,YXXYx,YYxxYXXXYXXyx,2,16967 113897,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_135,YYXyXYxyX,YXyxYXXyx,25,657 10401 23597 24563 35227 36032 38541 63549 65643 65666 65972 68991 74890 76034 90036 92579 93039 109417 109504 127755 130593 133224 137813 139143 147365,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_13514,YXXXyxx,YYXXyxYxxyx,5,16986 37445 58931 65458 136798,baseline,incomplete_all_existing_solved
ac19_13520,YXYXYx,YYXXYXXYYxYYx,1,16999,baseline,incomplete_all_existing_solved
ac19_13521,YXXyXyx,YYXyxYXXyxxx,2,17000 140319,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_13526,YYXXXyXX,YYxxyXyXX,2,17007 19339,baseline,incomplete_all_existing_solved
ac19_13530,YXXyxYx,YYxYXXYXyx,4,17011 93796 128150 146156,s20_f4,incomplete_all_existing_solved
ac19_13535,YXXyxYx,YYXYxxyXXXYx,1,17016,baseline,incomplete_all_existing_solved
ac19_13540,YXYXXXX,YYYXXXyyx,7,17021 26541 32747 41159 60420 121295 141521,s20_mk2_mK2,incomplete_all_existing_solved
ac19_13545,YXXYx,YYxYXXXXXYxyx,3,17026 35192 154602,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_13555,YXYXYx,YYYXXXyyxyyxx,2,17040 86520,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_13560,YYXXXyXYX,YYxyXyXYX,3,17045 130230 151892,baseline,incomplete_all_existing_solved
ac19_13575,YXYXyx,YYXXXyyxYxxyX,1,17064,baseline,incomplete_all_existing_solved
ac19_13579,YXYXyx,YYXXXyXYxYXyx,1,17068,s20_f4,incomplete_all_existing_solved
ac19_13581,YXXYx,YYxYXXyxYXYXyx,1,17071,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_1361,YXYXYx,YYXXyXYXyxxYx,1,1940,s20_f4,incomplete_all_existing_solved
ac19_13620,YXXyx,YYYXyXYXyXXyX,3,17128 85221 106551,s20_mk2_mK2,incomplete_all_existing_solved
ac19_13621,YYXXXyXX,YYXXXyxyxxx,1,17129,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_13625,YXXyXYx,YYYxxyXXXyXX,2,17133 118053,baseline,incomplete_all_existing_solved
ac19_13629,YXX,YYXXyXXyyxxYx,1,17138,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_13632,YX,YYXyxYXXyXYxx,1,17142,s20_mk2,incomplete_all_existing_solved
ac19_13650,YXXyx,YYXXXyxYYxyxyX,1,17166,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_13651,YYXXX,YYYXXyXXXyxxx,1,17167,"baseline,s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_13655,YXXYx,YYXXYXXyXYxYYx,1,17171,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_13666,YXXyx,YYYXYxyyXYxyyX,6,17191 62110 75321 87081 148450 152410,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_13685,YXXyXXYx,YYXYXXyyx,2,17219 34538,s20_f4,incomplete_all_existing_solved
ac19_13710,YYXYxxxyx,YYXXXyyxyx,2,17250 104415,s20_mk2_mK2,incomplete_all_existing_solved
ac19_13720,YXXyXyX,YYxyxYXXyyx,3,17262 28442 113652,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_13725,YYXXX,YXyXYxxYXXXyx,4,17267 17596 88016 106462,baseline,incomplete_all_existing_solved
ac19_13730,YYXXYXX,YYYxxyXyyXyx,1,17274,s20_f4,incomplete_all_existing_solved
ac19_13732,YYXXYx,YYXXXYxxxyX,3,17278 120285 129338,s20_mk2_mK2,incomplete_all_existing_solved
ac19_13742,YYXXYXX,YYYXYYXXXyX,3,17294 52948 77487,baseline,incomplete_all_existing_solved
ac19_13762,YXXX,YYYYxyXyxyXyx,2,17320 114372,s20_f4,incomplete_all_existing_solved
ac19_13770,YXXyx,YYXYXyyXyXXyXX,1,17335,baseline,incomplete_all_existing_solved
ac19_13779,YXXyx,YYXyXyXXXYXX,7,17349 19086 67511 70798 78179 107129 110796,baseline,incomplete_all_existing_solved
ac19_13802,YXXyx,YYXyxxxyXXYxx,3,17383 28544 84267,s20_mk2,incomplete_all_existing_solved
ac19_13805,YXXyx,YYXXyxxYxyxx,5,17387 22082 100022 111231 114187,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_13810,YXXYXXyxx,YYYXXyxxyX,4,17392 84451 89869 137429,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_1382,YXYXYx,YXyXYxxYXyx,7,1961 18206 63927 64407 86893 124353 126323,s20_mk2_mK2,incomplete_all_existing_solved
ac19_13832,YXYXyx,YYXYxxyXyyXYx,8,17422 31573 44288 59116 84900 109733 140736 146760,s20_mk2_mK2,incomplete_all_existing_solved
ac19_13839,YXYXyx,YYYXXXXyyxx,2,17430 61565,s20_mk2,incomplete_all_existing_solved
ac19_13849,YXXYx,YYXXXyxYYxYXYX,1,17455,s20_f4,incomplete_all_existing_solved
ac19_13852,YXyXXyx,YYxyxyxYXYxxx,1,17458,s20_mk2_mK2,incomplete_all_existing_solved
ac19_13854,YYXXX,YYXYYXyyXyx,6,17460 53437 55446 58813 68661 129174,baseline,incomplete_all_existing_solved
ac19_13876,YXXyx,YYYXyxxyyyXXXYYX,2,17495 74392,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_13886,YXXyXyxx,YXYxxxyXX,5,17507 76715 148766 151867 152161,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_13887,YXX,YYXyXYxyXYXyXYx,1,17508,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_139,YXXyx,YYYXyyyXXXXXyXX,2,661 135375,baseline,incomplete_all_existing_solved
ac19_13981,YXXXyXyXX,YYXXyyXyXX,2,17644 110022,s20_f4,incomplete_all_existing_solved
ac19_1399,YXXYx,YYxyXXYxYXYXyx,1,1980,baseline,incomplete_all_existing_solved
ac19_14,YXXyx,YYXyxxx,56,49 63 115 116 135 165 5808 7869 13402 20839 21070 23228 23735 25675 28298 32796 33885 36862 37614 39879 50577 51104 54194 56691 62777 65465 66541 71745 71999 74589 74956 75097 80694 88314 90548 92433 94839 95656 96061 96147 97200 99143 101996 110009 110310 111121 115011 131295 131603 132188 134528 136704 141436 143121 144686 147443,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_14019,YXYxyx,YYXXXyyXyxx,3,17704 34986 43870,s20_mk2,incomplete_all_existing_solved
ac19_14020,YXXXYxYx,YXYXXYxYXYx,3,17705 49992 54594,s20_f4,incomplete_all_existing_solved
ac19_14025,YXXyx,YYYXyxyxyyXX,9,17715 51215 52625 95531 100658 100888 105389 128761 143389,s20_f4,incomplete_all_existing_solved
ac19_14030,YXXyx,YYXyxxxxxyXXyx,1,17725,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_14051,YXYXYx,YYxyXXXXYxxyx,2,17753 67009,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_14054,YXXyxYx,YYYXYYYXYx,4,17756 97733 112358 139566,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_14056,YYXXX,YYXyXXYXXYYxyX,1,17759,s20_mk2,incomplete_all_existing_solved
ac19_14061,YYXXX,YYxxyXXyxyx,5,17771 40079 72462 99750 146765,s20_f4,incomplete_all_existing_solved
ac19_14064,YXYXYx,YYYXYXXyXYxxx,2,17775 36097,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_14084,YXXyXYx,YYxyxxYXXyXX,2,17801 83879,baseline,incomplete_all_existing_solved
ac19_14099,YYXXX,YYxYXXyXXXyxxx,1,17819,s20_f4,incomplete_all_existing_solved
ac19_1412,YXYXyx,YYXXyXyyxxx,4,1994 64787 110368 146697,s20_mk2_mK2,incomplete_all_existing_solved
ac19_14131,YYXXyXyyx,YYxxYxxyX,3,17860 42222 101087,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_14136,YXXYx,YYXXYYXXYxYXYx,1,17869,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_14165,YYXXyx,YYYXYXXXX,19,17913 23755 24604 28398 33110 58959 59632 77469 87959 118410 120360 121276 123842 141028 143832 145433 146501 148231 152238,s20_f4,incomplete_all_existing_solved
ac19_14177,YYXXyxx,YYYXXyxYYxYx,1,17927,s20_f4,incomplete_all_existing_solved
ac19_14186,YXXYxxyx,YYXXYxxxxxx,3,17937 63142 110387,baseline,incomplete_all_existing_solved
ac19_14194,YXXyx,YYXYxyyXyXYX,12,17945 24212 40117 52528 52726 71776 112078 115125 126877 134075 143518 147074,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_14197,YXXyx,YYYXXXyxxyXyyX,1,17949,s20_mk2_mK2,incomplete_all_existing_solved
ac19_14204,YXXyx,YYYXyXXyXyyxx,4,17960 59395 83352 85186,baseline,incomplete_all_existing_solved
ac19_14209,YYXXXyxx,YYXXXYXyx,5,17974 43983 53653 58550 135306,s20_mk2_mK2,incomplete_all_existing_solved
ac19_14216,YXXyx,YYXyyXYXXyXyX,3,17982 79468 114227,s20_f4,incomplete_all_existing_solved
ac19_1422,YYXXYx,YYxxyXX,29,2004 4422 5078 27766 33672 51145 53636 53652 54894 55007 65898 68310 68939 74195 77119 83637 84163 87604 109300 112554 116371 124651 132466 134807 139181 143446 146334 149663 150705,s20_f4,incomplete_all_existing_solved
ac19_14227,YXXyx,YYXYxyyXyxyXXX,1,17996,s20_mk2_mK2,incomplete_all_existing_solved
ac19_14231,YXYxxYXyx,YYXyyxYXyyx,1,18005,s20_f4,incomplete_all_existing_solved
ac19_14236,YXXyx,YYXYXyxyXyXXyX,1,18015,s20_f4,incomplete_all_existing_solved
ac19_14237,YXYXyx,YYYXXXyxYxyyx,1,18017,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_14242,YYYXXXYYX,YYXXXYxYX,4,18027 103671 115447 141373,s20_f4,incomplete_all_existing_solved
ac19_14247,YXX,YYYxxyXyXYXyXyx,1,18034,"baseline,s20_mk2",incomplete_all_existing_solved
